Region,Animal species,Production system,Commodity,Emission Intensity (kg CO2e per kg protein),Production (kg protein),Total GHG emissions (kg CO2e),Total CO2 emissions (kg CO2e),Total CH4 emissions (kg CO2e),Total N2O emissions (kg CO2e),"Feed, CO2 (kg CO2e)","Feed, CH4 (kg CO2e)","Feed: fertilizer & crop residues, N2O (kg CO2e)","Feed: applied & deposited manure, N2O (kg CO2e)","LUC: soy & palm, CO2 (kg CO2e)","LUC: pasture expansion, CO2 (kg CO2e)","Enteric fermentation, CH4 (kg CO2e)","Manure management, CH4 (kg CO2e)","Manure management, N2O (kg CO2e)","Direct energy, CO2 (kg CO2e)","Indirect energy, CO2 (kg CO2e)","Postfarm, CO2 (kg CO2e)"
Oceania,Goats,Mixed systems,Aggregated,128.5,1916210.00,246220884.00,35841765.00,154496726.00,55882393.00,10481429.00,,9840435.00,46041958.00,627712.00,,149655495.00,4841231.00,,8666283.00,2581223.00,13485118.00
Oceania,Goats,Mixed systems,Milk,228.4,716.00,163518.00,4091.00,125591.00,33836.00,2210.00,,1075.00,32761.00,229.00,,121219.00,4372.00,,123.00,1530.00,
Oceania,Goats,Mixed systems,Meat,128.5,1915494.00,246057367.00,35837674.00,154371135.00,55848558.00,10479220.00,,9839360.00,46009198.00,627483.00,,149534276.00,4836859.00,,8666159.00,2579694.00,13485118.00
Oceania,Pigs,Aggregated,Meat,81.3,80725723.00,6560826092.00,2019826053.00,4047697467.00,493302572.00,597705732.00,1211898.00,221146433.00,60830156.00,995395231.00,,171343173.00,3875142396.00,211325983.00,156904416.00,31463822.00,238356851.00
Oceania,Pigs,Backyard systems,Meat,92.3,27509668.00,2538419757.00,46460744.00,2290782220.00,201176793.00,44459110.00,894284.00,33704363.00,52692933.00,,,87610507.00,2202277428.00,114779497.00,,2001634.00,
Oceania,Pigs,Intermediate systems,Meat,85.8,1683662.00,144509511.00,29392922.00,103505837.00,11610752.00,18061758.00,317614.00,4548308.00,3211786.00,6004648.00,,3387070.00,99801153.00,3850657.00,871965.00,,4454550.00
Oceania,Pigs,Industrial systems,Meat,75.3,51532393.00,3877896824.00,1943972387.00,1653409410.00,280515027.00,535184864.00,,182893762.00,4925436.00,989390583.00,,80345595.00,1573063815.00,92695829.00,156032451.00,29462188.00,233902301.00
Oceania,Chicken,Aggregated,Aggregated,32.9,141457420.00,4649337457.00,3638727684.00,93638588.00,916971185.00,1264698656.00,782360.00,397608390.00,315615881.00,1385335274.00,,,92856228.00,203746915.00,457804170.00,83590470.00,447299115.00
Oceania,Chicken,Aggregated,Eggs,21.4,24030212.00,513439571.00,308196087.00,27886198.00,177357285.00,200127993.00,502500.00,67964770.00,53959836.00,29443817.00,,,27383698.00,55432680.00,34224163.00,419433.00,43980681.00
Oceania,Chicken,Aggregated,Meat,35.2,117427208.00,4135897887.00,3330531596.00,65752390.00,739613900.00,1064570663.00,279860.00,329643620.00,261656045.00,1355891457.00,,,65472530.00,148314235.00,423580006.00,83171036.00,403318434.00
Oceania,Chicken,Backyard systems,Aggregated,24.2,905831.00,21927499.00,5391707.00,2695546.00,13840246.00,5391707.00,782360.00,2775371.00,3268005.00,,,,1913186.00,7796869.00,,,
Oceania,Chicken,Backyard systems,Eggs,20.7,686481.00,14204722.00,3479887.00,1726586.00,8998250.00,3479887.00,502500.00,1790549.00,2118471.00,,,,1224086.00,5089229.00,,,
Oceania,Chicken,Backyard systems,Meat,35.2,219351.00,7722777.00,1911820.00,968960.00,4841996.00,1911820.00,279860.00,984822.00,1149534.00,,,,689101.00,2707641.00,,,
Oceania,Chicken,Layers,Aggregated,21.7,25227344.00,546522888.00,333408292.00,28615476.00,184499120.00,213742281.00,,71237249.00,58276299.00,31902262.00,,,28615476.00,54985573.00,37377569.00,468950.00,49917230.00
Oceania,Chicken,Layers,Eggs,21.4,23343732.00,499234849.00,304716201.00,26159613.00,168359035.00,196648107.00,,66174220.00,51841364.00,29443817.00,,,26159613.00,50343451.00,34224163.00,419433.00,43980681.00
Oceania,Chicken,Layers,Meat,25.1,1883613.00,47288039.00,28692091.00,2455863.00,16140085.00,17094174.00,,5063029.00,6434934.00,2458445.00,,,2455863.00,4642122.00,3153406.00,49517.00,5936549.00
Oceania,Chicken,Broilers,Aggregated,35.4,115324245.00,4080887071.00,3299927685.00,62327566.00,718631819.00,1045564668.00,,323595770.00,254071577.00,1353433012.00,,,62327566.00,140964473.00,420426601.00,83121520.00,397381885.00
Oceania,Chicken,Broilers,Meat,35.4,115324245.00,4080887071.00,3299927685.00,62327566.00,718631819.00,1045564668.00,,323595770.00,254071577.00,1353433012.00,,,62327566.00,140964473.00,420426601.00,83121520.00,397381885.00
Russian Federation,Cattle,Aggregated,Aggregated,59.5,1107404451.00,65924869113.00,14321050245.00,39209291692.00,12394527175.00,8957701395.00,,1692804141.00,7508467023.00,962635859.00,,37621461693.00,1587829999.00,3193256011.00,1425698181.00,531262569.00,2443752242.00
Russian Federation,Cattle,Aggregated,Milk,48.5,856587087.00,41580488848.00,7560507979.00,26180184102.00,7839796767.00,3724380785.00,,745302040.00,5250892866.00,168436983.00,,25072927538.00,1107256564.00,1843601861.00,1310967873.00,150053358.00,2206668980.00
Russian Federation,Cattle,Aggregated,Meat,97.1,250817365.00,24344380265.00,6760542266.00,13029107590.00,4554730408.00,5233320610.00,,947502100.00,2257574158.00,794198876.00,,12548534155.00,480573436.00,1349654150.00,114730308.00,381209211.00,237083261.00
Russian Federation,Cattle,Grassland systems,Aggregated,59.2,487407716.00,28872978357.00,5658233988.00,17599284715.00,5615459653.00,3587821421.00,,660090236.00,3576294959.00,342444407.00,,16891872625.00,707412090.00,1379074458.00,552993683.00,99393016.00,1075581461.00
Russian Federation,Cattle,Grassland systems,Milk,47.8,377014157.00,18028294416.00,2729744740.00,11841227965.00,3457321711.00,1221946162.00,,241651235.00,2427496735.00,,,11341995577.00,499232388.00,788173740.00,508492585.00,28073229.00,971232764.00
Russian Federation,Cattle,Grassland systems,Meat,98.2,110393559.00,10844683941.00,2928489248.00,5758056750.00,2158137943.00,2365875259.00,,418439001.00,1148798224.00,342444407.00,,5549877048.00,208179702.00,590900717.00,44501099.00,71319787.00,104348697.00
Russian Federation,Cattle,Mixed systems,Aggregated,59.8,619996736.00,37051890756.00,8662816257.00,21610006977.00,6779067522.00,5369879974.00,,1032713904.00,3932172064.00,620191452.00,,20729589068.00,880417909.00,1814181553.00,872704497.00,431869553.00,1368170781.00
Russian Federation,Cattle,Mixed systems,Milk,49.1,479572930.00,23552194431.00,4830763239.00,14338956136.00,4382475056.00,2502434623.00,,503650805.00,2823396130.00,168436983.00,,13730931961.00,608024176.00,1055428120.00,802475289.00,121980129.00,1235436216.00
Russian Federation,Cattle,Mixed systems,Meat,96.1,140423805.00,13499696324.00,3832053018.00,7271050841.00,2396592465.00,2867445351.00,,529063099.00,1108775934.00,451754469.00,,6998657107.00,272393734.00,758753433.00,70229209.00,309889424.00,132734565.00
Russian Federation,Cattle,Feedlots,Aggregated,0,,,,,,,,,,,,,,,,,
Russian Federation,Cattle,Feedlots,Meat,0,,,,,,,,,,,,,,,,,
Russian Federation,Buffaloes,Aggregated,Aggregated,246,98976.00,24348937.00,2448954.00,17421674.00,4478310.00,1975999.00,,237975.00,2452637.00,261145.00,,17000352.00,421322.00,1787698.00,83163.00,42502.00,86145.00
Russian Federation,Buffaloes,Aggregated,Milk,0,,,,,,,,,,,,,,,,,
Russian Federation,Buffaloes,Aggregated,Meat,246,98976.00,24348937.00,2448954.00,17421674.00,4478310.00,1975999.00,,237975.00,2452637.00,261145.00,,17000352.00,421322.00,1787698.00,83163.00,42502.00,86145.00
Russian Federation,Buffaloes,Grassland systems,Aggregated,245.4,97635.00,23964498.00,2406235.00,17185216.00,4373047.00,1941196.00,,233862.00,2375873.00,257593.00,,16770046.00,415170.00,1763312.00,81721.00,40748.00,84978.00
Russian Federation,Buffaloes,Grassland systems,Milk,0,,,,,,,,,,,,,,,,,
Russian Federation,Buffaloes,Grassland systems,Meat,245.4,97635.00,23964498.00,2406235.00,17185216.00,4373047.00,1941196.00,,233862.00,2375873.00,257593.00,,16770046.00,415170.00,1763312.00,81721.00,40748.00,84978.00
Russian Federation,Buffaloes,Mixed systems,Aggregated,286.7,1341.00,384440.00,42719.00,236458.00,105263.00,34802.00,,4113.00,76764.00,3552.00,,230306.00,6152.00,24386.00,1443.00,1755.00,1167.00
Russian Federation,Buffaloes,Mixed systems,Milk,0,,,,,,,,,,,,,,,,,
Russian Federation,Buffaloes,Mixed systems,Meat,286.7,1341.00,384440.00,42719.00,236458.00,105263.00,34802.00,,4113.00,76764.00,3552.00,,230306.00,6152.00,24386.00,1443.00,1755.00,1167.00
Russian Federation,Sheep,Aggregated,Aggregated,166.5,23205624.00,3864118785.00,318689194.00,2649140124.00,896289467.00,191396980.00,,45494864.00,664383193.00,3137896.00,,2539828251.00,109311873.00,186411409.00,51015233.00,18784569.00,54354516.00
Russian Federation,Sheep,Aggregated,Milk,104.5,60578.00,6328540.00,738224.00,4272001.00,1318314.00,536549.00,,109836.00,896840.00,42235.00,,4115040.00,156961.00,311638.00,9662.00,149779.00,
Russian Federation,Sheep,Aggregated,Meat,166.7,23145046.00,3857790245.00,317950970.00,2644868123.00,894971153.00,190860431.00,,45385028.00,663486354.00,3095661.00,,2535713211.00,109154911.00,186099771.00,51005571.00,18634790.00,54354516.00
Russian Federation,Sheep,Grassland systems,Aggregated,170.8,10873755.00,1856783417.00,152280182.00,1238891786.00,465611449.00,92773803.00,,22619631.00,355739925.00,1469046.00,,1190119721.00,48772065.00,87251894.00,23904776.00,8662968.00,25469589.00
Russian Federation,Sheep,Grassland systems,Milk,107.2,28386.00,3042926.00,344409.00,1998274.00,700242.00,258254.00,,53480.00,500864.00,19776.00,,1928237.00,70038.00,145898.00,4461.00,61919.00,
Russian Federation,Sheep,Grassland systems,Meat,170.9,10845369.00,1853740491.00,151935772.00,1236893512.00,464911207.00,92515549.00,,22566151.00,355239060.00,1449270.00,,1188191484.00,48702028.00,87105996.00,23900315.00,8601049.00,25469589.00
Russian Federation,Sheep,Mixed systems,Aggregated,162.8,12331869.00,2007335367.00,166409012.00,1410248338.00,430678017.00,98623176.00,,22875233.00,308643269.00,1668850.00,,1349708530.00,60539807.00,99159515.00,27110458.00,10121601.00,28884927.00
Russian Federation,Sheep,Mixed systems,Milk,102.1,32192.00,3285613.00,393815.00,2273727.00,618071.00,278294.00,,56356.00,395975.00,22459.00,,2186803.00,86924.00,165740.00,5202.00,87860.00,
Russian Federation,Sheep,Mixed systems,Meat,162.9,12299677.00,2004049754.00,166015197.00,1407974611.00,430059946.00,98344882.00,,22818877.00,308247293.00,1646391.00,,1347521727.00,60452884.00,98993775.00,27105256.00,10033741.00,28884927.00
Russian Federation,Goats,Aggregated,Aggregated,53.9,12089923.00,651495868.00,104780762.00,429857600.00,116857506.00,57099060.00,,11511973.00,77167857.00,4414293.00,,413938681.00,15918920.00,28177676.00,1484389.00,31539051.00,10243970.00
Russian Federation,Goats,Aggregated,Milk,54.8,8508137.00,466143820.00,73674174.00,311779093.00,80690553.00,43016690.00,,8519161.00,50531657.00,3674695.00,,301146205.00,10632887.00,21639735.00,464999.00,26517789.00,
Russian Federation,Goats,Aggregated,Meat,51.7,3581786.00,185352048.00,31106588.00,118078508.00,36166953.00,14082370.00,,2992812.00,26636200.00,739597.00,,112792475.00,5286032.00,6537941.00,1019389.00,5021262.00,10243970.00
Russian Federation,Goats,Grassland systems,Aggregated,54.5,5649430.00,307913751.00,49307713.00,200618111.00,57987926.00,28620083.00,,5701728.00,39174526.00,2056576.00,,193427006.00,7191106.00,13111672.00,689848.00,13154361.00,4786845.00
Russian Federation,Goats,Grassland systems,Milk,55.3,3975718.00,219965830.00,34314950.00,145524833.00,40126048.00,21470393.00,,4199957.00,25850339.00,1712128.00,,140720864.00,4803969.00,10075752.00,213707.00,10918722.00,
Russian Federation,Goats,Grassland systems,Meat,52.5,1673712.00,87947920.00,14992763.00,55093279.00,17861878.00,7149690.00,,1501771.00,13324187.00,344448.00,,52706142.00,2387137.00,3035920.00,476141.00,2235639.00,4786845.00
Russian Federation,Goats,Mixed systems,Aggregated,53.3,6440493.00,343582118.00,55473049.00,229239489.00,58869580.00,28478977.00,,5810245.00,37993331.00,2357717.00,,220511675.00,8727814.00,15066004.00,794540.00,18384690.00,5457125.00
Russian Federation,Goats,Mixed systems,Milk,54.3,4532419.00,246177990.00,39359224.00,166254260.00,40564506.00,21546297.00,,4319204.00,24681318.00,1962568.00,,160425342.00,5828918.00,11563984.00,251292.00,15599067.00,
Russian Federation,Goats,Mixed systems,Meat,51,1908074.00,97404128.00,16113824.00,62985229.00,18305074.00,6932680.00,,1491041.00,13312013.00,395149.00,,60086333.00,2898896.00,3502021.00,543248.00,2785622.00,5457125.00
Russian Federation,Pigs,Aggregated,Meat,36.1,310066948.00,11189744106.00,6464121685.00,2150995761.00,2574626660.00,4492852556.00,7130344.00,725349061.00,433652680.00,927642198.00,,580552662.00,1563312755.00,1415624919.00,341156705.00,76227213.00,626243013.00
Russian Federation,Pigs,Backyard systems,Meat,42.3,75007746.00,3176105663.00,962472713.00,1254549508.00,959083442.00,960282165.00,5319098.00,237586352.00,186333186.00,,,206866469.00,1042363942.00,535163905.00,,2190548.00,
Russian Federation,Pigs,Intermediate systems,Meat,35.3,14575668.00,514179661.00,318453047.00,72624215.00,123102399.00,227245006.00,1811247.00,38165345.00,18425176.00,48514480.00,,28510455.00,42302513.00,66511878.00,7548708.00,269443.00,34875411.00
Russian Federation,Pigs,Industrial systems,Meat,34,220483535.00,7499458781.00,5183195924.00,823822038.00,1492440819.00,3305325385.00,,449597365.00,228894318.00,879127718.00,,345175739.00,478646300.00,813949136.00,333607996.00,73767222.00,591367603.00
Russian Federation,Chicken,Aggregated,Aggregated,17.8,564984327.00,10043545442.00,8012143769.00,297305659.00,1734096014.00,4694759566.00,659184.00,818388060.00,366905485.00,1079100406.00,,,296646475.00,548802469.00,1103712404.00,100594670.00,1033976722.00
Russian Federation,Chicken,Aggregated,Eggs,12.5,238672054.00,2986200179.00,2167936265.00,139957065.00,678306848.00,1602748495.00,505009.00,297870683.00,132368334.00,,,,139452056.00,248067832.00,202522994.00,15985667.00,346679110.00
Russian Federation,Chicken,Aggregated,Meat,21.6,326312273.00,7057345263.00,5844207504.00,157348594.00,1055789165.00,3092011071.00,154175.00,520517377.00,234537151.00,1079100406.00,,,157194419.00,300734637.00,901189410.00,84609004.00,687297613.00
Russian Federation,Chicken,Backyard systems,Aggregated,19.3,9579949.00,184617796.00,67032906.00,6593962.00,110990928.00,67032906.00,659184.00,17366887.00,13913157.00,,,,5934778.00,79710884.00,,,
Russian Federation,Chicken,Backyard systems,Eggs,17.5,8070862.00,141125182.00,51354346.00,5054959.00,84715877.00,51354346.00,505009.00,13304919.00,10636251.00,,,,4549950.00,60774706.00,,,
Russian Federation,Chicken,Backyard systems,Meat,28.8,1509087.00,43492614.00,15678559.00,1539003.00,26275051.00,15678559.00,154175.00,4061967.00,3276906.00,,,,1384827.00,18936178.00,,,
Russian Federation,Chicken,Layers,Aggregated,13.3,254486161.00,3385052578.00,2515845969.00,160354421.00,708852188.00,1844099560.00,,338255497.00,144699579.00,,,,160354421.00,225897112.00,253877772.00,20647899.00,397220738.00
Russian Federation,Chicken,Layers,Eggs,12.3,230601192.00,2845074996.00,2116581919.00,134902105.00,593590972.00,1551394149.00,,284565763.00,121732083.00,,,,134902105.00,187293126.00,202522994.00,15985667.00,346679110.00
Russian Federation,Chicken,Layers,Meat,22.6,23884969.00,539977582.00,399264050.00,25452315.00,115261216.00,292705411.00,,53689734.00,22967496.00,,,,25452315.00,38603986.00,51354778.00,4662233.00,50541628.00
Russian Federation,Chicken,Broilers,Aggregated,21.5,300918217.00,6473875068.00,5429264894.00,130357276.00,914252898.00,2783627101.00,,462765676.00,208292749.00,1079100406.00,,,130357276.00,243194473.00,849834632.00,79946771.00,636755984.00
Russian Federation,Chicken,Broilers,Meat,21.5,300918217.00,6473875068.00,5429264894.00,130357276.00,914252898.00,2783627101.00,,462765676.00,208292749.00,1079100406.00,,,130357276.00,243194473.00,849834632.00,79946771.00,636755984.00
South Asia,Cattle,Aggregated,Aggregated,221.1,3312078805.00,732194609591.00,111064451480.00,468174401587.00,152955756523.00,92856590757.00,,42731786172.00,71551938890.00,1492877129.00,,457383165805.00,10791235782.00,38672031461.00,3618877406.00,404346467.00,12691759722.00
South Asia,Cattle,Aggregated,Milk,140.5,2625152026.00,368743423548.00,63874025683.00,224191338458.00,80678059406.00,46789278633.00,,23345018649.00,38500767072.00,1260928420.00,,218628463552.00,5562874906.00,18832273685.00,3046508205.00,192331934.00,12584978492.00
South Asia,Cattle,Aggregated,Meat,529.1,686926779.00,363451186043.00,47190425797.00,243983063129.00,72277697117.00,46067312124.00,,19386767523.00,33051171818.00,231948709.00,,238754702253.00,5228360876.00,19839757776.00,572369201.00,212014533.00,106781230.00
South Asia,Cattle,Grassland systems,Aggregated,226.2,692656482.00,156653093527.00,21747642484.00,100324871807.00,34580579236.00,18344576491.00,,7874816664.00,25865994199.00,,,98087098801.00,2237773005.00,839768374.00,653839035.00,67304459.00,2681922499.00
South Asia,Cattle,Grassland systems,Milk,148.6,551751222.00,81971932100.00,12263028228.00,49215694334.00,20493209538.00,9019394396.00,,4036082628.00,16060512536.00,,,48033582992.00,1182111342.00,396614374.00,572233213.00,26305330.00,2645095290.00
South Asia,Cattle,Grassland systems,Meat,530,140905260.00,74681161427.00,9484614256.00,51109177472.00,14087369699.00,9325182095.00,,3838734036.00,9805481663.00,,,50053515809.00,1055661663.00,443153999.00,81605822.00,40999129.00,36827209.00
South Asia,Cattle,Mixed systems,Aggregated,219.7,2619422324.00,575541516064.00,89316808997.00,367849529781.00,118375177287.00,74512014266.00,,34856969508.00,45685944691.00,1492877129.00,,359296067004.00,8553462777.00,37832263088.00,2965038371.00,337042008.00,10009837223.00
South Asia,Cattle,Mixed systems,Milk,138.3,2073400804.00,286771491447.00,51610997455.00,174975644124.00,60184849868.00,37769884237.00,,19308936021.00,22440254536.00,1260928420.00,,170594880560.00,4380763564.00,18435659311.00,2474274992.00,166026604.00,9939883202.00
South Asia,Cattle,Mixed systems,Meat,528.9,546021520.00,288770024616.00,37705811541.00,192873885657.00,58190327419.00,36742130029.00,,15548033487.00,23245690155.00,231948709.00,,188701186444.00,4172699213.00,19396603777.00,490763379.00,171015403.00,69954021.00
South Asia,Cattle,Feedlots,Aggregated,0,,,,,,,,,,,,,,,,,
South Asia,Cattle,Feedlots,Meat,0,,,,,,,,,,,,,,,,,
South Asia,Buffaloes,Aggregated,Aggregated,164.7,3517245597.00,579368907152.00,99938321643.00,355923855411.00,123506730098.00,64006221131.00,,41622426030.00,56311776944.00,1878364890.00,,348996662999.00,6927192412.00,25572527124.00,3885814764.00,153931144.00,30013989714.00
South Asia,Buffaloes,Aggregated,Milk,135.7,3096318300.00,420021845715.00,82366878810.00,248369801430.00,89285165474.00,47070317748.00,,27695735393.00,43040047359.00,1727325644.00,,243609266136.00,4760535294.00,18549382723.00,3519978114.00,85522168.00,29963735135.00
South Asia,Buffaloes,Aggregated,Meat,378.6,420927297.00,159347061437.00,17571442832.00,107554053981.00,34221564624.00,16935903382.00,,13926690637.00,13271729585.00,151039246.00,,105387396863.00,2166657118.00,7023144402.00,365836649.00,68408976.00,50254579.00
South Asia,Buffaloes,Grassland systems,Aggregated,176.1,394245439.00,69436661463.00,11264102773.00,44182975488.00,13989583203.00,7561673461.00,,4221612942.00,8655262445.00,,,43322515795.00,860459693.00,1112707816.00,370309544.00,15181170.00,3316938598.00
South Asia,Buffaloes,Grassland systems,Milk,145.1,342825540.00,49733438665.00,9054331722.00,30763420246.00,9915686696.00,5400474963.00,,2630416195.00,6548198531.00,,,30166551322.00,596868924.00,737071971.00,335345099.00,8313375.00,3310198285.00
South Asia,Buffaloes,Grassland systems,Meat,383.2,51419898.00,19703222799.00,2209771050.00,13419555242.00,4073896506.00,2161198498.00,,1591196747.00,2107063914.00,,,13155964473.00,263590768.00,375635845.00,34964444.00,6867795.00,6740313.00
South Asia,Buffaloes,Mixed systems,Aggregated,163.3,3123000159.00,509932245689.00,88674218870.00,311740879924.00,109517146895.00,56444547670.00,,37400813088.00,47656514499.00,1878364890.00,,305674147204.00,6066732719.00,24459819308.00,3515505220.00,138749974.00,26697051116.00
South Asia,Buffaloes,Mixed systems,Milk,134.5,2753492760.00,370288407050.00,73312547088.00,217606381184.00,79369478778.00,41669842786.00,,25065319198.00,36491848828.00,1727325644.00,,213442714814.00,4163666370.00,17812310752.00,3184633015.00,77208793.00,26653536850.00
South Asia,Buffaloes,Mixed systems,Meat,377.9,369507399.00,139643838639.00,15361671782.00,94134498739.00,30147668117.00,14774704884.00,,12335493891.00,11164665671.00,151039246.00,,92231432390.00,1903066349.00,6647508556.00,330872205.00,61541180.00,43514266.00
South Asia,Sheep,Aggregated,Aggregated,270.3,147098746.00,39764822188.00,4846418961.00,27388140061.00,7530263165.00,4343724447.00,,2218088225.00,5046310679.00,9349844.00,,26523406699.00,864733363.00,265864261.00,192430903.00,131016899.00,169896868.00
South Asia,Sheep,Aggregated,Milk,187.4,41441364.00,7767903025.00,679058500.00,5410703247.00,1678141277.00,555037225.00,,269970948.00,1347573294.00,,,5280027923.00,130675324.00,60597036.00,653791.00,96993623.00,26373861.00
South Asia,Sheep,Aggregated,Meat,302.8,105657382.00,31996919163.00,4167360461.00,21977436814.00,5852121888.00,3788687222.00,,1948117277.00,3698737386.00,9349844.00,,21243378775.00,734058039.00,205267225.00,191777112.00,34023276.00,143523007.00
South Asia,Sheep,Grassland systems,Aggregated,291.6,53483676.00,15595653008.00,1832979543.00,9713341295.00,4049332171.00,1655551343.00,,869167749.00,3084814477.00,5338192.00,,9434395197.00,278946098.00,95349946.00,52581517.00,54483392.00,65025099.00
South Asia,Sheep,Grassland systems,Milk,232.5,19609128.00,4558927586.00,432540630.00,2865362616.00,1261024340.00,376767890.00,,172852650.00,1058406012.00,,,2795353636.00,70008980.00,29765678.00,312694.00,42639382.00,12820664.00
South Asia,Sheep,Grassland systems,Meat,325.8,33874549.00,11036725422.00,1400438913.00,6847978678.00,2788307831.00,1278783453.00,,696315099.00,2026408465.00,5338192.00,,6639041561.00,208937118.00,65584267.00,52268823.00,11844010.00,52204435.00
South Asia,Sheep,Mixed systems,Aggregated,258.2,93615070.00,24169169179.00,3013439418.00,17674798767.00,3480930994.00,2688173105.00,,1348920476.00,1961496203.00,4011652.00,,17089011502.00,585787265.00,170514315.00,139849386.00,76533507.00,104871769.00
South Asia,Sheep,Mixed systems,Milk,147,21832236.00,3208975438.00,246517870.00,2545340631.00,417116937.00,178269335.00,,97118298.00,289167282.00,,,2484674287.00,60666344.00,30831358.00,341098.00,54354241.00,13553197.00
South Asia,Sheep,Mixed systems,Meat,292,71782834.00,20960193741.00,2766921548.00,15129458136.00,3063814057.00,2509903770.00,,1251802178.00,1672328921.00,4011652.00,,14604337215.00,525120921.00,139682958.00,139508289.00,22179266.00,91318572.00
South Asia,Goats,Aggregated,Aggregated,159.9,471141051.00,75333035195.00,11676523470.00,51399987532.00,12256524193.00,10464920620.00,,4554710836.00,6597381707.00,2203821.00,,48193840879.00,3206146654.00,1104431650.00,227958255.00,669977361.00,311463414.00
South Asia,Goats,Aggregated,Milk,111.5,280971937.00,31324270304.00,5019623732.00,22061779023.00,4242867549.00,4401498836.00,,1769970827.00,2032155447.00,,,20790254253.00,1271524769.00,440741274.00,4530061.00,559324884.00,54269952.00
South Asia,Goats,Aggregated,Meat,231.4,190169114.00,44008764891.00,6656899737.00,29338208510.00,8013656644.00,6063421784.00,,2784740009.00,4565226259.00,2203821.00,,27403586626.00,1934621884.00,663690376.00,223428194.00,110652477.00,257193462.00
South Asia,Goats,Grassland systems,Aggregated,182.4,88291605.00,16100098309.00,2292429181.00,11250127601.00,2557541527.00,2026379387.00,,1028475086.00,1288282769.00,1548409.00,,10619913294.00,630214307.00,240783672.00,59503630.00,111416064.00,93581690.00
South Asia,Goats,Grassland systems,Milk,118.3,47470656.00,5616089115.00,789781865.00,4070638516.00,755668734.00,668477064.00,,316955427.00,357435466.00,,,3863927519.00,206710997.00,81277841.00,1004498.00,85255167.00,35045135.00
South Asia,Goats,Grassland systems,Meat,256.8,40820949.00,10484009194.00,1502647316.00,7179489085.00,1801872793.00,1357902323.00,,711519659.00,930847303.00,1548409.00,,6755985776.00,423503309.00,159505831.00,58499132.00,26160897.00,58536555.00
South Asia,Goats,Mixed systems,Aggregated,154.7,382849446.00,59232936886.00,9384094289.00,40149859932.00,9698982666.00,8438541232.00,,3526235750.00,5309098938.00,655412.00,,37573927585.00,2575932347.00,863647978.00,168454625.00,558561296.00,217881724.00
South Asia,Goats,Mixed systems,Milk,110.1,233501281.00,25708181189.00,4229841868.00,17991140507.00,3487198814.00,3733021771.00,,1453015400.00,1674719981.00,,,16926326735.00,1064813772.00,359463433.00,3525563.00,474069717.00,19224817.00
South Asia,Goats,Mixed systems,Meat,224.5,149348165.00,33524755697.00,5154252421.00,22158719425.00,6211783851.00,4705519461.00,,2073220350.00,3634378957.00,655412.00,,20647600850.00,1511118575.00,504184544.00,164929062.00,84491580.00,198656907.00
South Asia,Pigs,Aggregated,Meat,75.9,123199897.00,9352089222.00,2648732408.00,4693916375.00,2009440439.00,2089200691.00,974236033.00,874975436.00,360354386.00,310492565.00,,326380500.00,3393299842.00,774110617.00,56967333.00,7850124.00,184221694.00
South Asia,Pigs,Backyard systems,Meat,67.4,76899051.00,5186110368.00,698992838.00,3292943316.00,1194174213.00,694944346.00,225408501.00,508863410.00,157403771.00,,,238649805.00,2828885010.00,527907033.00,,4048492.00,
South Asia,Pigs,Intermediate systems,Meat,92.8,33037173.00,3064957088.00,1292169349.00,1135078856.00,637708883.00,1005422591.00,601729645.00,310879721.00,161921230.00,139373115.00,,67091061.00,466258150.00,164907932.00,17109884.00,3138722.00,127125037.00
South Asia,Pigs,Industrial systems,Meat,83,13263673.00,1101021766.00,657570221.00,265894202.00,177557343.00,388833754.00,147097887.00,55232306.00,41029384.00,171119450.00,,20639634.00,98156681.00,81295653.00,39857450.00,662909.00,57096658.00
South Asia,Chicken,Aggregated,Aggregated,32.9,2161699775.00,71049498830.00,43734217376.00,2239873853.00,25075407601.00,26418407648.00,915987859.00,11058998182.00,8671136318.00,5016711432.00,,,1323885993.00,5345273101.00,6095856295.00,377726595.00,5825515407.00
South Asia,Chicken,Aggregated,Eggs,25.9,858870201.00,22231974079.00,12045989495.00,1431990957.00,8753993627.00,8413286951.00,673788959.00,3412881771.00,2146519416.00,799716922.00,,,758201998.00,3194592441.00,1159838091.00,30064402.00,1643083129.00
South Asia,Chicken,Aggregated,Meat,37.5,1302829574.00,48817524751.00,31688227881.00,807882896.00,16321413974.00,18005120697.00,242198901.00,7646116411.00,6524616902.00,4216994510.00,,,565683995.00,2150680661.00,4936018204.00,347662193.00,4182432278.00
South Asia,Chicken,Backyard systems,Aggregated,24.7,244999048.00,6049933005.00,1399992134.00,1179183217.00,3470757653.00,1399992134.00,915987859.00,967034984.00,295650618.00,,,,263195357.00,2208072051.00,,,
South Asia,Chicken,Backyard systems,Eggs,22.1,202234660.00,4479179508.00,1037452544.00,868329025.00,2573397939.00,1037452544.00,673788959.00,717450509.00,219259322.00,,,,194540066.00,1636688109.00,,,
South Asia,Chicken,Backyard systems,Meat,36.7,42764387.00,1570753497.00,362539591.00,310854192.00,897359714.00,362539591.00,242198901.00,249584475.00,76391296.00,,,,68655291.00,571383943.00,,,
